0, 22687341,438795
1, 22687341,77992
2, 22687341,77992
3, 22687341,77992
4, 22687341,77992
5, 22687341,77992
6, 22687341,77992
7, 22687341,77992
8, 22687341,77992
9, 22687341,77992
10, 22687341,77992
11, 22687341,77992
12, 22687341,77992
13, 22687341,77992
14, 22687341,77992
15, 22687341,77992
16, 22687341,77992
17, 22687341,77992
18, 22687341,77992
19, 22687341,77992
20, 22687341,77992
21, 22687341,77992
22, 22687341,77992
23, 22687341,77992
24, 22687341,77992
25, 22687341,77992
26, 22687341,77992
27, 22687341,77992
28, 22687341,77992
29, 22687341,77992
30, 22687341,77992
31, 22687341,77992
32, 22687341,77992
33, 22687341,77992
34, 22687341,77992
35, 22687341,77992
36, 22687341,77992
37, 22687341,77992
38, 22687341,77992
39, 22687341,77992
40, 22687341,77992
41, 22687341,77992
42, 22687341,77992
43, 22687341,77992
44, 22687341,77992
45, 22687341,77992
46, 22687341,77992
47, 22687341,77992
48, 22687341,77992
49, 22687341,77992
50, 22687341,77992
51, 22687341,77992
52, 22687341,77992
53, 22687341,77992
54, 22687341,77992
55, 22687341,77992
56, 22687341,77992
57, 22687341,77992
58, 22687341,77992
59, 22687341,77992
60, 22687341,77992
61, 22687341,77992
62, 22687341,77992
63, 22687341,77992
64, 22687341,77992
65, 22687341,77992
66, 22687341,77992
67, 22687341,77992
68, 22687341,77992
69, 22687341,77992
70, 22687341,77992
71, 22687341,77992
72, 22687341,77992
73, 22687341,77992
74, 22687341,77992
75, 22687341,77992
76, 22687341,77992
77, 22687341,77992
78, 22687341,77992
79, 22687341,77992
80, 22687341,77992
81, 22687341,77992
82, 22687341,77992
83, 22687341,77992
84, 22687341,77992
85, 22687341,77992
86, 22687341,77992
87, 22687341,77992
88, 22687341,77992
89, 22687341,77992
90, 22687341,77992
91, 22687341,77992
92, 22687341,77992
93, 22687341,77992
94, 22687341,77992
95, 22687341,77992
96, 22687341,77992
97, 22687341,77992
98, 22687341,77992
99, 22687341,77992
100, 22687341,77992
101, 22687341,77992
102, 22687341,77992
103, 22687341,77992
104, 22687341,77992
105, 22687341,77992
106, 22687341,77992
107, 22687341,77992
108, 22687341,77992
109, 22687341,77992
110, 22687341,77992
111, 22687341,77992
112, 22687341,77992
113, 22687341,77992
114, 22687341,77992
115, 22687341,77992
116, 22687341,77992
117, 22687341,77992
118, 22687341,77992
119, 22687341,77992
120, 22687341,77992
121, 22687341,77992
122, 22687341,77992
123, 22687341,77992
124, 22687341,77992
125, 22687341,77992
126, 22687341,77992
127, 22687341,77992
128, 22687341,77992
129, 22687341,77992
130, 22687341,77992
131, 22687341,77992
132, 22687341,77992
133, 22687341,77992
134, 22687341,77992
135, 22687341,77992
136, 22687341,77992
137, 22687341,77992
138, 22687341,77992
139, 22687341,77992
140, 22687341,77992
141, 22687341,77992
142, 22687341,77992
143, 22687341,77992
144, 22687341,77992
145, 22687341,77992
146, 22687341,77992
147, 22687341,77992
148, 22687341,77992
149, 22687341,77992
150, 22687341,77992
151, 22687341,77992
152, 22687341,77992
153, 22687341,77992
154, 22687341,77992
155, 22687341,77992
156, 22687341,77992
157, 22687341,77992
158, 22687341,77992
159, 22687341,77992
160, 22687341,77992
161, 22687341,77992
162, 22687341,77992
163, 22687341,77992
164, 22687341,77992
165, 22687341,77992
166, 22687341,77992
167, 22687341,77992
168, 22687341,77992
169, 22687341,77992
170, 22687341,77992
171, 22687341,77992
172, 22687341,77992
173, 22687341,77992
174, 22687341,77992
175, 22687341,77992
176, 22687341,77992
177, 22687341,77992
178, 22687341,77992
179, 22687341,77992
180, 22687341,77992
181, 22687341,77992
182, 22687341,77992
183, 22687341,77992
184, 22687341,77992
185, 22687341,77992
186, 22687341,77992
187, 22687341,77992
188, 22687341,77992
189, 22687341,77992
190, 22687341,77992
191, 22687341,77992
192, 22687341,77992
193, 22687341,77992
194, 22687341,77992
195, 22687341,77992
196, 22687341,77992
197, 22687341,77992
198, 22687341,77992
199, 22687341,77992
200, 22687341,77992
201, 22687341,77992
202, 22687341,77992
203, 22687341,77992
204, 22687341,77992
205, 22687341,77992
206, 22687341,77992
